Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Value
2023,APR,STATE,6,6,TOTAL,208807000.00
2023,APR,STATE,16,6,TOTAL,86452000.00
2023,APR,STATE,17,6,TOTAL,5068000.00
2023,APR,STATE,19,6,TOTAL,31512000.00
2023,APR,STATE,27,6,TOTAL,69728000.00
2023,APR,STATE,34,6,TOTAL,4889000.00
2023,APR,STATE,35,6,TOTAL,79038000.00
2023,APR,STATE,36,6,TOTAL,66256000.00
2023,APR,STATE,39,6,TOTAL,20510000.00
2023,APR,STATE,,6,TOTAL,215206000.00
2023,APR,STATE,42,6,TOTAL,39420000.00
2023,APR,STATE,46,6,TOTAL,43253000.00
2023,APR,STATE,50,6,TOTAL,11279000.00
2023,APR,STATE,55,6,TOTAL,289699000.00
2023,FEB,STATE,6,6,TOTAL,201881000.00
2023,FEB,STATE,16,6,TOTAL,72363000.00
2023,FEB,STATE,17,6,TOTAL,4865000.00
2023,FEB,STATE,19,6,TOTAL,31219000.00
2023,FEB,STATE,27,6,TOTAL,65560000.00
2023,FEB,STATE,34,6,TOTAL,4390000.00
2023,FEB,STATE,35,6,TOTAL,74094000.00
2023,FEB,STATE,36,6,TOTAL,66098000.00
2023,FEB,STATE,39,6,TOTAL,19828000.00
2023,FEB,STATE,,6,TOTAL,196281000.00
2023,FEB,STATE,42,6,TOTAL,38358000.00
2023,FEB,STATE,46,6,TOTAL,42132000.00
2023,FEB,STATE,50,6,TOTAL,10819000.00
2023,FEB,STATE,55,6,TOTAL,272374000.00
2023,JAN,STATE,6,6,TOTAL,203976000.00
2023,JAN,STATE,16,6,TOTAL,89502000.00
2023,JAN,STATE,17,6,TOTAL,5505000.00
2023,JAN,STATE,19,6,TOTAL,32903000.00
2023,JAN,STATE,27,6,TOTAL,70870000.00
2023,JAN,STATE,34,6,TOTAL,5717000.00
2023,JAN,STATE,35,6,TOTAL,95543000.00
2023,JAN,STATE,36,6,TOTAL,71829000.00
2023,JAN,STATE,39,6,TOTAL,22913000.00
2023,JAN,STATE,,6,TOTAL,259418000.00
2023,JAN,STATE,42,6,TOTAL,38038000.00
2023,JAN,STATE,50,6,TOTAL,12741000.00
2023,JAN,STATE,55,6,TOTAL,296382000.00
2023,MAR,STATE,6,6,TOTAL,219163000.00
2023,MAR,STATE,16,6,TOTAL,91789000.00
2023,MAR,STATE,17,6,TOTAL,5165000.00
2023,MAR,STATE,19,6,TOTAL,34124000.00
2023,MAR,STATE,27,6,TOTAL,71875000.00
2023,MAR,STATE,34,6,TOTAL,5723000.00
2023,MAR,STATE,35,6,TOTAL,83065000.00
2023,MAR,STATE,36,6,TOTAL,75343000.00
2023,MAR,STATE,39,6,TOTAL,22037000.00
2023,MAR,STATE,,6,TOTAL,221694000.00
2023,MAR,STATE,42,6,TOTAL,42074000.00
2023,MAR,STATE,46,6,TOTAL,45897000.00
2023,MAR,STATE,50,6,TOTAL,11015000.00
2023,MAR,STATE,55,6,TOTAL,302954000.00
2022,APR,STATE,6,6,TOTAL,205382000.00
2022,APR,STATE,16,6,TOTAL,86418000.00
2022,APR,STATE,17,6,TOTAL,5913000.00
2022,APR,STATE,19,6,TOTAL,31635000.00
2022,APR,STATE,27,6,TOTAL,68704000.00
2022,APR,STATE,34,6,TOTAL,4407000.00
2022,APR,STATE,35,6,TOTAL,78891000.00
2022,APR,STATE,36,6,TOTAL,67255000.00
2022,APR,STATE,39,6,TOTAL,22686000.00
2022,APR,STATE,,6,TOTAL,209955000.00
2022,APR,STATE,42,6,TOTAL,38448000.00
2022,APR,STATE,46,6,TOTAL,45528000.00
2022,APR,STATE,50,6,TOTAL,12681000.00
2022,APR,STATE,55,6,TOTAL,295534000.00
2022,AUG,STATE,6,6,TOTAL,206755000.00
2022,AUG,STATE,16,6,TOTAL,73689000.00
2022,AUG,STATE,17,6,TOTAL,5316000.00
2022,AUG,STATE,19,6,TOTAL,32270000.00
2022,AUG,STATE,27,6,TOTAL,68053000.00
2022,AUG,STATE,34,6,TOTAL,5221000.00
2022,AUG,STATE,35,6,TOTAL,80707000.00
2022,AUG,STATE,36,6,TOTAL,68943000.00
2022,AUG,STATE,39,6,TOTAL,20366000.00
2022,AUG,STATE,,6,TOTAL,212889000.00
2022,AUG,STATE,42,6,TOTAL,35896000.00
2022,AUG,STATE,46,6,TOTAL,43058000.00
2022,AUG,STATE,50,6,TOTAL,12133000.00
2022,AUG,STATE,55,6,TOTAL,291968000.00
2022,DEC,STATE,6,6,TOTAL,208991000.00
2022,DEC,STATE,16,6,TOTAL,86478000.00
2022,DEC,STATE,17,6,TOTAL,5927000.00
2022,DEC,STATE,19,6,TOTAL,35363000.00
2022,DEC,STATE,27,6,TOTAL,70252000.00
2022,DEC,STATE,34,6,TOTAL,5967000.00
2022,DEC,STATE,35,6,TOTAL,83452000.00
2022,DEC,STATE,36,6,TOTAL,66828000.00
2022,DEC,STATE,39,6,TOTAL,23219000.00
2022,DEC,STATE,,6,TOTAL,216752000.00
2022,DEC,STATE,42,6,TOTAL,39896000.00
2022,DEC,STATE,46,6,TOTAL,44209000.00
2022,DEC,STATE,50,6,TOTAL,12909000.00
2022,DEC,STATE,55,6,TOTAL,298496000.00
2022,FEB,STATE,6,6,TOTAL,199386000.00
2022,FEB,STATE,16,6,TOTAL,73069000.00
2022,FEB,STATE,17,6,TOTAL,5864000.00
2022,FEB,STATE,19,6,TOTAL,30484000.00
2022,FEB,STATE,27,6,TOTAL,62930000.00
2022,FEB,STATE,34,6,TOTAL,4555000.00
2022,FEB,STATE,35,6,TOTAL,75934000.00
2022,FEB,STATE,36,6,TOTAL,62892000.00
2022,FEB,STATE,39,6,TOTAL,20307000.00
2022,FEB,STATE,,6,TOTAL,194327000.00
2022,FEB,STATE,42,6,TOTAL,35915000.00
2022,FEB,STATE,46,6,TOTAL,42257000.00
2022,FEB,STATE,50,6,TOTAL,11427000.00
2022,FEB,STATE,55,6,TOTAL,272400000.00
2022,JAN,STATE,6,6,TOTAL,191040000.00
2022,JAN,STATE,16,6,TOTAL,87483000.00
2022,JAN,STATE,17,6,TOTAL,6268000.00
2022,JAN,STATE,19,6,TOTAL,33242000.00
2022,JAN,STATE,27,6,TOTAL,67796000.00
2022,JAN,STATE,34,6,TOTAL,5109000.00
2022,JAN,STATE,35,6,TOTAL,84056000.00
2022,JAN,STATE,36,6,TOTAL,71222000.00
2022,JAN,STATE,39,6,TOTAL,22938000.00
2022,JAN,STATE,41,6,TOTAL,20120000.00
2022,JAN,STATE,,6,TOTAL,215862000.00
2022,JAN,STATE,42,6,TOTAL,37256000.00
2022,JAN,STATE,46,6,TOTAL,47154000.00
2022,JAN,STATE,50,6,TOTAL,12336000.00
2022,JAN,STATE,55,6,TOTAL,296516000.00
2022,JUL,STATE,6,6,TOTAL,210742000.00
2022,JUL,STATE,16,6,TOTAL,85926000.00
2022,JUL,STATE,17,6,TOTAL,5688000.00
2022,JUL,STATE,19,6,TOTAL,31510000.00
2022,JUL,STATE,27,6,TOTAL,67321000.00
2022,JUL,STATE,34,6,TOTAL,5259000.00
2022,JUL,STATE,35,6,TOTAL,79163000.00
2022,JUL,STATE,36,6,TOTAL,68145000.00
2022,JUL,STATE,39,6,TOTAL,19743000.00
2022,JUL,STATE,,6,TOTAL,218204000.00
2022,JUL,STATE,42,6,TOTAL,37541000.00
2022,JUL,STATE,46,6,TOTAL,43834000.00
2022,JUL,STATE,50,6,TOTAL,12185000.00
2022,JUL,STATE,55,6,TOTAL,284877000.00
2022,JUN,STATE,6,6,TOTAL,204646000.00
2022,JUN,STATE,16,6,TOTAL,84149000.00
2022,JUN,STATE,17,6,TOTAL,5900000.00
2022,JUN,STATE,19,6,TOTAL,32197000.00
2022,JUN,STATE,27,6,TOTAL,66771000.00
2022,JUN,STATE,34,6,TOTAL,4722000.00
2022,JUN,STATE,35,6,TOTAL,79427000.00
2022,JUN,STATE,36,6,TOTAL,67288000.00
2022,JUN,STATE,39,6,TOTAL,19831000.00
2022,JUN,STATE,,6,TOTAL,209762000.00
2022,JUN,STATE,42,6,TOTAL,38778000.00
2022,JUN,STATE,46,6,TOTAL,42916000.00
2022,JUN,STATE,50,6,TOTAL,12168000.00
2022,JUN,STATE,55,6,TOTAL,297244000.00
2022,MAR,STATE,6,6,TOTAL,214341000.00
2022,MAR,STATE,16,6,TOTAL,89304000.00
2022,MAR,STATE,17,6,TOTAL,5363000.00
2022,MAR,STATE,19,6,TOTAL,31502000.00
2022,MAR,STATE,27,6,TOTAL,69475000.00
2022,MAR,STATE,34,6,TOTAL,5951000.00
2022,MAR,STATE,35,6,TOTAL,83302000.00
2022,MAR,STATE,36,6,TOTAL,79793000.00
2022,MAR,STATE,39,6,TOTAL,23436000.00
2022,MAR,STATE,,6,TOTAL,216825000.00
2022,MAR,STATE,42,6,TOTAL,39774000.00
2022,MAR,STATE,46,6,TOTAL,48032000.00
2022,MAR,STATE,50,6,TOTAL,12728000.00
2022,MAR,STATE,55,6,TOTAL,311348000.00
2022,MAY,STATE,6,6,TOTAL,213552000.00
2022,MAY,STATE,16,6,TOTAL,76745000.00
2022,MAY,STATE,17,6,TOTAL,5970000.00
2022,MAY,STATE,19,6,TOTAL,33961000.00
2022,MAY,STATE,27,6,TOTAL,68978000.00
2022,MAY,STATE,34,6,TOTAL,4251000.00
2022,MAY,STATE,35,6,TOTAL,84173000.00
2022,MAY,STATE,36,6,TOTAL,78387000.00
2022,MAY,STATE,39,6,TOTAL,22493000.00
2022,MAY,STATE,,6,TOTAL,220933000.00
2022,MAY,STATE,42,6,TOTAL,39383000.00
2022,MAY,STATE,46,6,TOTAL,44823000.00
2022,MAY,STATE,50,6,TOTAL,12875000.00
2022,MAY,STATE,55,6,TOTAL,298174000.00
2022,NOV,STATE,6,6,TOTAL,206297000.00
2022,NOV,STATE,16,6,TOTAL,74507000.00
2022,NOV,STATE,17,6,TOTAL,6005000.00
2022,NOV,STATE,19,6,TOTAL,34025000.00
2022,NOV,STATE,27,6,TOTAL,67386000.00
2022,NOV,STATE,34,6,TOTAL,5426000.00
2022,NOV,STATE,35,6,TOTAL,80741000.00
2022,NOV,STATE,36,6,TOTAL,69806000.00
2022,NOV,STATE,39,6,TOTAL,21286000.00
2022,NOV,STATE,,6,TOTAL,214023000.00
2022,NOV,STATE,42,6,TOTAL,35348000.00
2022,NOV,STATE,46,6,TOTAL,42752000.00
2022,NOV,STATE,50,6,TOTAL,12568000.00
2022,NOV,STATE,55,6,TOTAL,285983000.00
2022,OCT,STATE,6,6,TOTAL,205948000.00
2022,OCT,STATE,16,6,TOTAL,85201000.00
2022,OCT,STATE,17,6,TOTAL,5705000.00
2022,OCT,STATE,19,6,TOTAL,32228000.00
2022,OCT,STATE,27,6,TOTAL,69255000.00
2022,OCT,STATE,34,6,TOTAL,5587000.00
2022,OCT,STATE,35,6,TOTAL,83484000.00
2022,OCT,STATE,36,6,TOTAL,72736000.00
2022,OCT,STATE,39,6,TOTAL,19579000.00
2022,OCT,STATE,,6,TOTAL,217941000.00
2022,OCT,STATE,42,6,TOTAL,35881000.00
2022,OCT,STATE,46,6,TOTAL,44267000.00
2022,OCT,STATE,50,6,TOTAL,12164000.00
2022,OCT,STATE,55,6,TOTAL,294562000.00
2022,SEP,STATE,6,6,TOTAL,193458000.00
2022,SEP,STATE,16,6,TOTAL,86570000.00
2022,SEP,STATE,17,6,TOTAL,5058000.00
2022,SEP,STATE,19,6,TOTAL,31579000.00
2022,SEP,STATE,27,6,TOTAL,64623000.00
2022,SEP,STATE,34,6,TOTAL,5325000.00
2022,SEP,STATE,35,6,TOTAL,77408000.00
2022,SEP,STATE,36,6,TOTAL,70353000.00
2022,SEP,STATE,39,6,TOTAL,19450000.00
2022,SEP,STATE,,6,TOTAL,211480000.00
2022,SEP,STATE,42,6,TOTAL,36486000.00
2022,SEP,STATE,46,6,TOTAL,44399000.00
2022,SEP,STATE,50,6,TOTAL,11640000.00
2022,SEP,STATE,55,6,TOTAL,292981000.00
2022,YEAR,STATE,6,6,TOTAL,2460538000.00
2022,YEAR,STATE,16,6,TOTAL,989539000.00
2022,YEAR,STATE,17,6,TOTAL,68977000.00
2022,YEAR,STATE,19,6,TOTAL,389996000.00
2022,YEAR,STATE,27,6,TOTAL,811544000.00
2022,YEAR,STATE,34,6,TOTAL,61780000.00
2022,YEAR,STATE,35,6,TOTAL,970738000.00
2022,YEAR,STATE,36,6,TOTAL,843648000.00
2022,YEAR,STATE,39,6,TOTAL,255334000.00
2022,YEAR,STATE,,6,TOTAL,2558953000.00
2022,YEAR,STATE,42,6,TOTAL,450602000.00
2022,YEAR,STATE,46,6,TOTAL,533229000.00
2022,YEAR,STATE,50,6,TOTAL,147814000.00
2022,YEAR,STATE,55,6,TOTAL,3520083000.00
2021,APR,STATE,6,6,TOTAL,207342000.00
2021,APR,STATE,16,6,TOTAL,86941000.00
2021,APR,STATE,17,6,TOTAL,5109000.00
2021,APR,STATE,19,6,TOTAL,30163000.00
2021,APR,STATE,27,6,TOTAL,62902000.00
2021,APR,STATE,34,6,TOTAL,4248000.00
2021,APR,STATE,35,6,TOTAL,79545000.00
2021,APR,STATE,36,6,TOTAL,68334000.00
2021,APR,STATE,39,6,TOTAL,20789000.00
2021,APR,STATE,,6,TOTAL,200539000.00
2021,APR,STATE,42,6,TOTAL,38132000.00
2021,APR,STATE,46,6,TOTAL,42410000.00
2021,APR,STATE,50,6,TOTAL,12615000.00
2021,APR,STATE,55,6,TOTAL,294211000.00
2021,AUG,STATE,6,6,TOTAL,201665000.00
2021,AUG,STATE,16,6,TOTAL,77879000.00
2021,AUG,STATE,17,6,TOTAL,5429000.00
2021,AUG,STATE,19,6,TOTAL,28029000.00
2021,AUG,STATE,27,6,TOTAL,64458000.00
2021,AUG,STATE,34,6,TOTAL,4937000.00
2021,AUG,STATE,35,6,TOTAL,79231000.00
2021,AUG,STATE,36,6,TOTAL,71344000.00
2021,AUG,STATE,39,6,TOTAL,20372000.00
2021,AUG,STATE,,6,TOTAL,207666000.00
2021,AUG,STATE,42,6,TOTAL,35557000.00
2021,AUG,STATE,46,6,TOTAL,44766000.00
2021,AUG,STATE,50,6,TOTAL,11870000.00
2021,AUG,STATE,55,6,TOTAL,294128000.00
2021,DEC,STATE,6,6,TOTAL,204970000.00
2021,DEC,STATE,16,6,TOTAL,88252000.00
2021,DEC,STATE,17,6,TOTAL,6233000.00
2021,DEC,STATE,19,6,TOTAL,31828000.00
2021,DEC,STATE,27,6,TOTAL,66945000.00
2021,DEC,STATE,34,6,TOTAL,5754000.00
2021,DEC,STATE,35,6,TOTAL,84100000.00
2021,DEC,STATE,36,6,TOTAL,72146000.00
2021,DEC,STATE,39,6,TOTAL,23903000.00
2021,DEC,STATE,,6,TOTAL,219314000.00
2021,DEC,STATE,42,6,TOTAL,37060000.00
2021,DEC,STATE,46,6,TOTAL,45295000.00
2021,DEC,STATE,50,6,TOTAL,12243000.00
2021,DEC,STATE,55,6,TOTAL,303232000.00
2021,FEB,STATE,6,6,TOTAL,193805000.00
2021,FEB,STATE,16,6,TOTAL,72986000.00
2021,FEB,STATE,17,6,TOTAL,4941000.00
2021,FEB,STATE,19,6,TOTAL,26633000.00
2021,FEB,STATE,27,6,TOTAL,59162000.00
2021,FEB,STATE,34,6,TOTAL,4115000.00
2021,FEB,STATE,35,6,TOTAL,72293000.00
2021,FEB,STATE,36,6,TOTAL,66515000.00
2021,FEB,STATE,39,6,TOTAL,18857000.00
2021,FEB,STATE,,6,TOTAL,173738000.00
2021,FEB,STATE,42,6,TOTAL,32842000.00
2021,FEB,STATE,46,6,TOTAL,40650000.00
2021,FEB,STATE,50,6,TOTAL,11379000.00
2021,FEB,STATE,55,6,TOTAL,268321000.00
2021,JAN,STATE,6,6,TOTAL,210177000.00
2021,JAN,STATE,16,6,TOTAL,87810000.00
2021,JAN,STATE,17,6,TOTAL,4643000.00
2021,JAN,STATE,19,6,TOTAL,30311000.00
2021,JAN,STATE,27,6,TOTAL,64874000.00
2021,JAN,STATE,34,6,TOTAL,5291000.00
2021,JAN,STATE,35,6,TOTAL,83362000.00
2021,JAN,STATE,36,6,TOTAL,67969000.00
2021,JAN,STATE,39,6,TOTAL,20785000.00
2021,JAN,STATE,,6,TOTAL,190287000.00
2021,JAN,STATE,42,6,TOTAL,36533000.00
2021,JAN,STATE,46,6,TOTAL,42161000.00
2021,JAN,STATE,50,6,TOTAL,12848000.00
2021,JAN,STATE,55,6,TOTAL,285901000.00
2021,JUL,STATE,6,6,TOTAL,202860000.00
2021,JUL,STATE,16,6,TOTAL,86160000.00
2021,JUL,STATE,17,6,TOTAL,5546000.00
2021,JUL,STATE,19,6,TOTAL,27594000.00
2021,JUL,STATE,27,6,TOTAL,65302000.00
2021,JUL,STATE,34,6,TOTAL,4705000.00
2021,JUL,STATE,35,6,TOTAL,80099000.00
2021,JUL,STATE,36,6,TOTAL,62154000.00
2021,JUL,STATE,39,6,TOTAL,20627000.00
2021,JUL,STATE,,6,TOTAL,208924000.00
2021,JUL,STATE,42,6,TOTAL,33704000.00
2021,JUL,STATE,46,6,TOTAL,42833000.00
2021,JUL,STATE,50,6,TOTAL,11252000.00
2021,JUL,STATE,55,6,TOTAL,293713000.00
2021,JUN,STATE,6,6,TOTAL,193626000.00
2021,JUN,STATE,16,6,TOTAL,86238000.00
2021,JUN,STATE,17,6,TOTAL,5813000.00
2021,JUN,STATE,19,6,TOTAL,27448000.00
2021,JUN,STATE,27,6,TOTAL,60954000.00
2021,JUN,STATE,34,6,TOTAL,5072000.00
2021,JUN,STATE,35,6,TOTAL,79438000.00
2021,JUN,STATE,36,6,TOTAL,70966000.00
2021,JUN,STATE,39,6,TOTAL,20131000.00
2021,JUN,STATE,,6,TOTAL,202940000.00
2021,JUN,STATE,42,6,TOTAL,30266000.00
2021,JUN,STATE,46,6,TOTAL,40186000.00
2021,JUN,STATE,50,6,TOTAL,11651000.00
2021,JUN,STATE,55,6,TOTAL,291783000.00
2021,MAR,STATE,6,6,TOTAL,210779000.00
2021,MAR,STATE,16,6,TOTAL,90183000.00
2021,MAR,STATE,17,6,TOTAL,6200000.00
2021,MAR,STATE,19,6,TOTAL,27874000.00
2021,MAR,STATE,27,6,TOTAL,65896000.00
2021,MAR,STATE,34,6,TOTAL,5519000.00
2021,MAR,STATE,35,6,TOTAL,82826000.00
2021,MAR,STATE,36,6,TOTAL,75327000.00
2021,MAR,STATE,39,6,TOTAL,20908000.00
2021,MAR,STATE,,6,TOTAL,196677000.00
2021,MAR,STATE,42,6,TOTAL,38434000.00
2021,MAR,STATE,46,6,TOTAL,42726000.00
2021,MAR,STATE,50,6,TOTAL,12095000.00
2021,MAR,STATE,55,6,TOTAL,305628000.00
2021,MAY,STATE,6,6,TOTAL,207562000.00
2021,MAY,STATE,16,6,TOTAL,79985000.00
2021,MAY,STATE,17,6,TOTAL,5124000.00
2021,MAY,STATE,19,6,TOTAL,29843000.00
2021,MAY,STATE,27,6,TOTAL,65106000.00
2021,MAY,STATE,34,6,TOTAL,4305000.00
2021,MAY,STATE,35,6,TOTAL,80607000.00
2021,MAY,STATE,36,6,TOTAL,72364000.00
2021,MAY,STATE,39,6,TOTAL,19650000.00
2021,MAY,STATE,,6,TOTAL,209684000.00
2021,MAY,STATE,42,6,TOTAL,37935000.00
2021,MAY,STATE,46,6,TOTAL,44052000.00
2021,MAY,STATE,50,6,TOTAL,11862000.00
2021,MAY,STATE,55,6,TOTAL,294996000.00
2021,NOV,STATE,6,6,TOTAL,203793000.00
2021,NOV,STATE,16,6,TOTAL,77288000.00
2021,NOV,STATE,17,6,TOTAL,5282000.00
2021,NOV,STATE,19,6,TOTAL,27847000.00
2021,NOV,STATE,27,6,TOTAL,64340000.00
2021,NOV,STATE,34,6,TOTAL,5219000.00
2021,NOV,STATE,35,6,TOTAL,78819000.00
2021,NOV,STATE,36,6,TOTAL,73454000.00
2021,NOV,STATE,39,6,TOTAL,22082000.00
2021,NOV,STATE,,6,TOTAL,210830000.00
2021,NOV,STATE,42,6,TOTAL,36208000.00
2021,NOV,STATE,46,6,TOTAL,44422000.00
2021,NOV,STATE,50,6,TOTAL,12209000.00
2021,NOV,STATE,55,6,TOTAL,288270000.00
2021,OCT,STATE,6,6,TOTAL,205720000.00
2021,OCT,STATE,16,6,TOTAL,87611000.00
2021,OCT,STATE,17,6,TOTAL,5939000.00
2021,OCT,STATE,19,6,TOTAL,28708000.00
2021,OCT,STATE,27,6,TOTAL,68353000.00
2021,OCT,STATE,34,6,TOTAL,5967000.00
2021,OCT,STATE,35,6,TOTAL,81729000.00
2021,OCT,STATE,36,6,TOTAL,73212000.00
2021,OCT,STATE,39,6,TOTAL,21082000.00
2021,OCT,STATE,,6,TOTAL,212476000.00
2021,OCT,STATE,42,6,TOTAL,36286000.00
2021,OCT,STATE,46,6,TOTAL,45779000.00
2021,OCT,STATE,50,6,TOTAL,12011000.00
2021,OCT,STATE,55,6,TOTAL,285867000.00
2021,SEP,STATE,6,6,TOTAL,196098000.00
2021,SEP,STATE,16,6,TOTAL,83340000.00
2021,SEP,STATE,17,6,TOTAL,4952000.00
2021,SEP,STATE,19,6,TOTAL,27425000.00
2021,SEP,STATE,27,6,TOTAL,63814000.00
2021,SEP,STATE,34,6,TOTAL,5752000.00
2021,SEP,STATE,35,6,TOTAL,75780000.00
2021,SEP,STATE,36,6,TOTAL,72376000.00
2021,SEP,STATE,39,6,TOTAL,20155000.00
2021,SEP,STATE,,6,TOTAL,206547000.00
2021,SEP,STATE,42,6,TOTAL,35033000.00
2021,SEP,STATE,46,6,TOTAL,43621000.00
2021,SEP,STATE,50,6,TOTAL,11385000.00
2021,SEP,STATE,55,6,TOTAL,286739000.00
2021,YEAR,STATE,6,6,TOTAL,2438397000.00
2021,YEAR,STATE,16,6,TOTAL,1004673000.00
2021,YEAR,STATE,17,6,TOTAL,65211000.00
2021,YEAR,STATE,19,6,TOTAL,343703000.00
2021,YEAR,STATE,27,6,TOTAL,772106000.00
2021,YEAR,STATE,34,6,TOTAL,60884000.00
2021,YEAR,STATE,35,6,TOTAL,957829000.00
2021,YEAR,STATE,36,6,TOTAL,846161000.00
2021,YEAR,STATE,39,6,TOTAL,249341000.00
2021,YEAR,STATE,,6,TOTAL,2439622000.00
2021,YEAR,STATE,42,6,TOTAL,427990000.00
2021,YEAR,STATE,46,6,TOTAL,518901000.00
2021,YEAR,STATE,50,6,TOTAL,143420000.00
2021,YEAR,STATE,55,6,TOTAL,3492789000.00
2020,APR,STATE,6,6,TOTAL,197806000.00
2020,APR,STATE,16,6,TOTAL,85524000.00
2020,APR,STATE,17,6,TOTAL,4940000.00
2020,APR,STATE,19,6,TOTAL,28613000.00
2020,APR,STATE,27,6,TOTAL,61951000.00
2020,APR,STATE,34,6,TOTAL,3913000.00
2020,APR,STATE,35,6,TOTAL,77067000.00
2020,APR,STATE,36,6,TOTAL,65064000.00
2020,APR,STATE,39,6,TOTAL,18498000.00
2020,APR,STATE,,6,TOTAL,195179000.00
2020,APR,STATE,42,6,TOTAL,35625000.00
2020,APR,STATE,50,6,TOTAL,10891000.00
2020,APR,STATE,55,6,TOTAL,265203000.00
2020,AUG,STATE,6,6,TOTAL,191418000.00
2020,AUG,STATE,16,6,TOTAL,81415000.00
2020,AUG,STATE,17,6,TOTAL,5102000.00
2020,AUG,STATE,19,6,TOTAL,30750000.00
2020,AUG,STATE,27,6,TOTAL,61680000.00
2020,AUG,STATE,34,6,TOTAL,4819000.00
2020,AUG,STATE,35,6,TOTAL,78951000.00
2020,AUG,STATE,36,6,TOTAL,71287000.00
2020,AUG,STATE,39,6,TOTAL,21272000.00
2020,AUG,STATE,,6,TOTAL,214050000.00
2020,AUG,STATE,42,6,TOTAL,37506000.00
2020,AUG,STATE,50,6,TOTAL,12419000.00
2020,AUG,STATE,55,6,TOTAL,279312000.00
2020,DEC,STATE,6,6,TOTAL,207633000.00
2020,DEC,STATE,16,6,TOTAL,85505000.00
2020,DEC,STATE,17,6,TOTAL,5168000.00
2020,DEC,STATE,19,6,TOTAL,29960000.00
2020,DEC,STATE,27,6,TOTAL,65962000.00
2020,DEC,STATE,34,6,TOTAL,5584000.00
2020,DEC,STATE,35,6,TOTAL,81859000.00
2020,DEC,STATE,36,6,TOTAL,69855000.00
2020,DEC,STATE,39,6,TOTAL,21815000.00
2020,DEC,STATE,,6,TOTAL,231733000.00
2020,DEC,STATE,42,6,TOTAL,38417000.00
2020,DEC,STATE,50,6,TOTAL,12922000.00
2020,DEC,STATE,55,6,TOTAL,298303000.00
2020,FEB,STATE,6,6,TOTAL,198977000.00
2020,FEB,STATE,16,6,TOTAL,73497000.00
2020,FEB,STATE,17,6,TOTAL,5629000.00
2020,FEB,STATE,19,6,TOTAL,28354000.00
2020,FEB,STATE,27,6,TOTAL,59114000.00
2020,FEB,STATE,34,6,TOTAL,4244000.00
2020,FEB,STATE,35,6,TOTAL,76715000.00
2020,FEB,STATE,36,6,TOTAL,65574000.00
2020,FEB,STATE,39,6,TOTAL,19648000.00
2020,FEB,STATE,,6,TOTAL,192551000.00
2020,FEB,STATE,42,6,TOTAL,30980000.00
2020,FEB,STATE,50,6,TOTAL,11330000.00
2020,FEB,STATE,55,6,TOTAL,265435000.00
2020,JAN,STATE,6,6,TOTAL,213166000.00
2020,JAN,STATE,16,6,TOTAL,85369000.00
2020,JAN,STATE,17,6,TOTAL,5770000.00
2020,JAN,STATE,19,6,TOTAL,29037000.00
2020,JAN,STATE,27,6,TOTAL,61573000.00
2020,JAN,STATE,34,6,TOTAL,4991000.00
2020,JAN,STATE,35,6,TOTAL,84577000.00
2020,JAN,STATE,36,6,TOTAL,73115000.00
2020,JAN,STATE,39,6,TOTAL,22153000.00
2020,JAN,STATE,,6,TOTAL,205438000.00
2020,JAN,STATE,42,6,TOTAL,40541000.00
2020,JAN,STATE,50,6,TOTAL,12511000.00
2020,JAN,STATE,55,6,TOTAL,285479000.00
2020,JUL,STATE,6,6,TOTAL,202594000.00
2020,JUL,STATE,16,6,TOTAL,89585000.00
2020,JUL,STATE,17,6,TOTAL,4784000.00
2020,JUL,STATE,19,6,TOTAL,29968000.00
2020,JUL,STATE,27,6,TOTAL,61642000.00
2020,JUL,STATE,34,6,TOTAL,5100000.00
2020,JUL,STATE,35,6,TOTAL,80169000.00
2020,JUL,STATE,36,6,TOTAL,74495000.00
2020,JUL,STATE,39,6,TOTAL,19278000.00
2020,JUL,STATE,,6,TOTAL,211736000.00
2020,JUL,STATE,42,6,TOTAL,35387000.00
2020,JUL,STATE,50,6,TOTAL,12022000.00
2020,JUL,STATE,55,6,TOTAL,282623000.00
2020,JUN,STATE,6,6,TOTAL,207079000.00
2020,JUN,STATE,16,6,TOTAL,87241000.00
2020,JUN,STATE,17,6,TOTAL,4793000.00
2020,JUN,STATE,19,6,TOTAL,29955000.00
2020,JUN,STATE,27,6,TOTAL,61182000.00
2020,JUN,STATE,34,6,TOTAL,5520000.00
2020,JUN,STATE,35,6,TOTAL,80756000.00
2020,JUN,STATE,36,6,TOTAL,72583000.00
2020,JUN,STATE,39,6,TOTAL,19696000.00
2020,JUN,STATE,,6,TOTAL,216369000.00
2020,JUN,STATE,42,6,TOTAL,35276000.00
2020,JUN,STATE,50,6,TOTAL,11728000.00
2020,JUN,STATE,55,6,TOTAL,287268000.00
2020,MAR,STATE,6,6,TOTAL,210604000.00
2020,MAR,STATE,16,6,TOTAL,89276000.00
2020,MAR,STATE,17,6,TOTAL,6474000.00
2020,MAR,STATE,19,6,TOTAL,28935000.00
2020,MAR,STATE,27,6,TOTAL,62961000.00
2020,MAR,STATE,34,6,TOTAL,5107000.00
2020,MAR,STATE,35,6,TOTAL,80902000.00
2020,MAR,STATE,36,6,TOTAL,74366000.00
